title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Imposter Syndrome","Creep Woland","Chamberlain EP",UK4CK1300301,tidal,129057862,175s,,,http://www.tidal.com/track/129057862
"Papua New Guinea","The Future Sound Of London",Accelerator,GBELY0600006,tidal,11119466,405s,,,http://www.tidal.com/track/11119466
Pods,Dustmite,Pods,QMEU31909108,tidal,179018150,386s,,,http://www.tidal.com/track/179018150
"Solfäge's Framework",DVS1,"Beta Sensory Motor Rhythm",USAX10000640,tidal,223954953,439s,,,http://www.tidal.com/track/223954953
Satavan,Amotik,Patanjali,NLCK42210491,tidal,215119839,221s,,,http://www.tidal.com/track/215119839
Perpetuo,Oisel,Alienazione,SE5851801102,tidal,92250237,378s,,,http://www.tidal.com/track/92250237
"Immersive (Original Mix)","Bipolar State",Immersive,DEK602112805,tidal,250684521,449s,,,http://www.tidal.com/track/250684521
"Unnoticed Absence (Original mix)","Oscar Mulero","Out of Field EP",NLCK41052077,tidal,100192862,332s,,,http://www.tidal.com/track/100192862
"Process 10",LSD,"Third Process",NLM792000025,tidal,129235768,452s,,,http://www.tidal.com/track/129235768
"Form and Void (Reeko remix)",Kwartz,"Form and Void",NLCK41402754,tidal,62417091,337s,,,http://www.tidal.com/track/62417091
"Process 3",LSD,Process,DELG71400928,tidal,79980592,640s,,,http://www.tidal.com/track/79980592
"Unahttar (feat. Tina Ramamurthy)",Amotik,Patanjali,NLCK42210500,tidal,215119848,286s,,,http://www.tidal.com/track/215119848
M_File,"P. Lopez",Asunción,DECY52101500,tidal,193303480,343s,,,http://www.tidal.com/track/193303480
"Emulation (feat. Vera Brothers)","P. Lopez",Asunción,DECY52101501,tidal,193303481,368s,,,http://www.tidal.com/track/193303481
"Calypso (Stefan Goldmann Remix)","Pulso AS","History Will Return",GBKQU2152670,tidal,184291713,377s,,,http://www.tidal.com/track/184291713
"Blue (Dub)","David Alvarado",Blue,USUS11200770,tidal,21294545,538s,,,http://www.tidal.com/track/21294545
"Honey Badger",Rhyw,"Honey Badger",GBQLP2200511,tidal,246055006,414s,,,http://www.tidal.com/track/246055006
"In Lontananza","Conrad Van Orton","In Lontananza",DECY52101174,tidal,185405688,464s,,,http://www.tidal.com/track/185405688
"Adventures of Dama",Cybordelics,"Adventures Of Dama",DEE829816750,tidal,16653116,512s,,,http://www.tidal.com/track/16653116
"Side C",LF58,"Live at Brancaleone",UKDMZ2100017,tidal,291125955,1464s,,,http://www.tidal.com/track/291125955
Alarmed,"Erik Luebs","Transcendental Number",QMDA62152263,tidal,200528329,358s,,,http://www.tidal.com/track/200528329
"Crusher II",Dustmite,Glowing,UKN6K2003858,tidal,199588131,355s,,,http://www.tidal.com/track/199588131
"KUSHVA (FEAT. VISION EKSTASE)","David Löhlein, Rove Ranger, Fabian Wegmeth, Symon",KUSHVA,NLCK41092115,tidal,196753418,340s,,,http://www.tidal.com/track/196753418
X-Dreams,D.Dan,summerpup,NLCK41096238,tidal,208024208,392s,,,http://www.tidal.com/track/208024208
Spair,Inland,Namsan,DECY52200562,tidal,224035484,334s,,,http://www.tidal.com/track/224035484
Mond,"Ariel Me Llamo","F-150 EP",DECY52201723,tidal,252610692,344s,,,http://www.tidal.com/track/252610692
"Voice Message",VC-118A,"Spiritual Machines",NLM792100040,tidal,182463966,254s,,,http://www.tidal.com/track/182463966
"What's This? (Tilt's Tunnel Mix)",Tilt,Invisible,GBBCR9906096,tidal,174039420,404s,,,http://www.tidal.com/track/174039420
"A Day In The Life 05 (Original mix)","Steve Bicknell","A Day In The Life",DEZN82109151,tidal,190072043,331s,,,http://www.tidal.com/track/190072043
"Dark Forces (Kenny Larkin Remix)",Slam,"Dark Forces (Remixes)",GBBVL9600453,tidal,2328701,500s,,,http://www.tidal.com/track/2328701
"Sequence 100 (DJ Skull Remix)",Efdemin,"Mono (inc. DJ Skull & Johanna Knutsson Mixes)",DECY52200381,tidal,221087167,341s,,,http://www.tidal.com/track/221087167
"Repression (Daily)","Sedvs, Peel","The Plf Sessions I",DEMM41801157,tidal,89629971,353s,,,http://www.tidal.com/track/89629971
Breg,"David Mijatovic",Explain,QZMHN2342193,tidal,274356350,365s,,,http://www.tidal.com/track/274356350
"Sentience (Jacobworld Remix)","Connor Wall","Fragmented Memories",NLCK41093818,tidal,200677131,330s,,,http://www.tidal.com/track/200677131
"Polymorphism 3","Alexander Johansson",Polymorphism,NLC8K1400275,tidal,170352837,381s,,,http://www.tidal.com/track/170352837
"Nucleoid (Jonas Kopp remix)",Exium,"A sensible Alternative to Emotion Remixes",NLCK41402186,tidal,62416133,397s,,,http://www.tidal.com/track/62416133
Kiln,SSTROM,Kiln,GBQLP2101490,tidal,202404576,352s,,,http://www.tidal.com/track/202404576
"The Conjurer",Blawan,"Make A Goose",GBQLP2101103,tidal,174026708,370s,,,http://www.tidal.com/track/174026708
"Sports That Require Petrol","x club.","Now or Never",GBJX32162407,tidal,282935356,400s,,,http://www.tidal.com/track/282935356
"Rilis 07 A1 (The Advent Remix)","Rino Cerrone","Rino Cerrone and Friends Remixes",ITS250800130,tidal,112189002,308s,,,http://www.tidal.com/track/112189002
OOOO,D.Dan,"Standard Deviation 2",NLCK41094053,tidal,201180850,316s,,,http://www.tidal.com/track/201180850
"Screen (2018 Re-edit)","Planetary Assault Systems","Straight Shooting",BEN581801094,tidal,105047981,493s,,,http://www.tidal.com/track/105047981
Gummy,"Rene Wise","Jungle House",BEN582200006,tidal,211591890,414s,,,http://www.tidal.com/track/211591890
"The Forbidden Plum",Maara,"Potion Activated",QZ5FN2259366,tidal,219300761,304s,,,http://www.tidal.com/track/219300761
"Turning a Blind Eye to This Nonsense","x club.","Active Denial Systems",UKN6K2002773,tidal,183318238,445s,,,http://www.tidal.com/track/183318238
"Lucid Dreams",Katnada,"Awakening EP",NLCK41092049,tidal,195560874,332s,,,http://www.tidal.com/track/195560874
"Blue Is Dope","Watching Airplanes",20in20b,NLBA32000269,tidal,161585251,282s,,,http://www.tidal.com/track/161585251
"Rove Ranger (Surfer)","Rove Ranger","HOME I",NLCK42220259,tidal,253867125,246s,,,http://www.tidal.com/track/253867125
"Let Yo Body Rock",Cybonix,"Make This Party Live",NLL561707055,tidal,73145495,244s,,,http://www.tidal.com/track/73145495
Bustas,"Club Cab",Bustas,UKWUR2100087,tidal,202765218,258s,,,http://www.tidal.com/track/202765218
"Europa (Aux 88 Detroit-Mix)",Nukubus,FR-SD,NLL561907928,tidal,122496492,328s,,,http://www.tidal.com/track/122496492
"Right now",Oxia,"Classics Revisited # 2",DEE820100052,tidal,16480659,397s,,,http://www.tidal.com/track/16480659
Swerv,Inland,"Time Leak",DECY51901680,tidal,271247535,410s,,,http://www.tidal.com/track/271247535
"Crash and Burn (Original Mix)","Rino Cerrone","UNRILIS 01",ITS250800141,tidal,101016639,517s,,,http://www.tidal.com/track/101016639
Plannt,"James Shinra","Meteor EP",QZHN41962625,tidal,117786358,332s,,,http://www.tidal.com/track/117786358
"Call of the Wild","Jeff Mills","Rxxistance Vol. 2: Fusion, Mixed by Oliver Ho",ESA060210512,tidal,175065160,142s,,,http://www.tidal.com/track/175065160
"Punk Coding",LDS,"Organic Computer Awareness",NLCK41077697,tidal,161246874,297s,,,http://www.tidal.com/track/161246874
"The 0 To 1 Infinity",LDS,"Organic Computer Awareness",NLCK41077694,tidal,161246871,216s,,,http://www.tidal.com/track/161246871
Reprogram/Rewrite,"Negroni Nails",20in20c,NLBA32000272,tidal,161585356,465s,,,http://www.tidal.com/track/161585356
Disengage,"Mani Festo","Disengage EP",GBA9Z1000200,tidal,170207141,348s,,,http://www.tidal.com/track/170207141
"The Extasy Of Constructing",LDS,"Organic Computer Awareness",NLCK41077699,tidal,161246876,209s,,,http://www.tidal.com/track/161246876
"Escape Club 99","Glyn Hendry","Escape Club 99",UKLTE1900091,tidal,102548273,376s,,,http://www.tidal.com/track/102548273
Overthebrainbow,Inland,"Stream State (Selected & Mixed by Inland)",DECY52000113,tidal,129813905,471s,,,http://www.tidal.com/track/129813905
"Cerritulus (Elad Magdasi Remix)","Joel Mull","Stream State Remixes",DECY52100213,tidal,170969690,342s,,,http://www.tidal.com/track/170969690
"Alienated, Peace-Mix","Earth Nation","Mixes, Part I",DEBW40500083,tidal,2038346,512s,,,http://www.tidal.com/track/2038346
Guilty,"Son Error","AKRONYM 005",NLCK42210998,tidal,216713665,363s,,,http://www.tidal.com/track/216713665
Soprano,Lky,"OCSDGTL005 | VA",NLCK41099317,tidal,211844297,350s,,,http://www.tidal.com/track/211844297
"The Sky","Red Head","Walk The Bass / The Sky",NLCK41006022,tidal,126197004,327s,,,http://www.tidal.com/track/126197004
"Vivo (Eric Sneo Mix)","Los 3 Brasileros",Vivo,DED710500092,tidal,16861716,393s,,,http://www.tidal.com/track/16861716
"Do You Wanna","Glenn Wilson","PUNISH 16",NLCK41057572,tidal,116960828,306s,,,http://www.tidal.com/track/116960828
"Human Resource",Chlär,"AKRONYM 005",NLCK42210996,tidal,216713660,408s,,,http://www.tidal.com/track/216713660
"Reverse Funnel",Mython,Pyramid,DEH742169910,tidal,193989413,351s,,,http://www.tidal.com/track/193989413
Lacoste,UFO95,PLANÆT,GBLV62122266,tidal,206280671,405s,,,http://www.tidal.com/track/206280671
Reactif,"Ganez The Terrible","Reactif EP",FR6V80352514,tidal,42622296,321s,,,http://www.tidal.com/track/42622296
Ferrit,Rill,Ferrit,QZHN62271639,tidal,226188965,328s,,,http://www.tidal.com/track/226188965
"Beatandkill (Bang On!)","Maxx Rossi","Beatandkill (Bang On!)",GBKQU2251507,tidal,233923138,440s,,,http://www.tidal.com/track/233923138
Sexyzero,"David Moleon","The Best of Moopup Records Part 3",NLCK40901638,tidal,64782034,376s,,,http://www.tidal.com/track/64782034
"Bongota (Original Mix)","Garett White","Special Series, Vol. 11",GBKQU1812400,tidal,86776048,326s,,,http://www.tidal.com/track/86776048
"Enough of This",NTBR,"Raise 001",FRDX62205170,tidal,228254539,269s,,,http://www.tidal.com/track/228254539
"Get Dirty","Julian Muller, CAIVA","To My Side",UKN6K2200659,tidal,229085169,348s,,,http://www.tidal.com/track/229085169
"Image and Create","Goncalo M","Can You Hear My Calling",DEAR41322310,tidal,19911133,368s,,,http://www.tidal.com/track/19911133
"The Funk","David Oblivion","Interruption Records 003",NLCK41096332,tidal,208024190,426s,,,http://www.tidal.com/track/208024190
"This Is My Groove (Original Mix)","Marco Bailey","This Is My Groove",BEZ450600680,tidal,57252609,365s,,,http://www.tidal.com/track/57252609
"Lecker DJ (DJ Emerson Remix)","Marco Remus","Kidd Rock",DEH740200159,tidal,139190045,347s,,,http://www.tidal.com/track/139190045
"Lone Wolf Cabin","François X","Digital Fever",FR10S2274708,tidal,214832191,373s,,,http://www.tidal.com/track/214832191
"Lost Energy (Glazby & Drummer Remix)","Youri, Danny C","Acid Techno Sessions, Vol. 1",GBKQU1586733,tidal,54413467,490s,,,http://www.tidal.com/track/54413467
"Brainticket (Extended Mix)","Ramin feat. 2 Stripes","Ramin Feat. 2 Stripes",DEPI81900467,tidal,103935856,327s,,,http://www.tidal.com/track/103935856
Faeries,GÆRALD,"I - V",FR9W12015100,tidal,221405384,342s,,,http://www.tidal.com/track/221405384
"Intense Nonstop","AP, Josh Inc","Voodoo Butter",GBAZA7999104,tidal,280401454,361s,,,http://www.tidal.com/track/280401454
"Lick It (Jah Scoop's 2020 Rework)","Jah Scoop, Daddy Spanners","COMPILATION - 303 ALLIANCE LTD 001-003",NLCK42210843,tidal,216238819,438s,,,http://www.tidal.com/track/216238819
Limitless,"Alfredo Mazzilli",Limitless,NLCK41073333,tidal,158062632,353s,,,http://www.tidal.com/track/158062632
"Hydraulix 29 A (Original Mix)","D.A.V.E. the Drummer","Hydraulix 29 (Remastered)",GBKQU1646587,tidal,71871457,464s,,,http://www.tidal.com/track/71871457
"Nodding Heads","Michael Burkat","First Base EP",DEH740200143,tidal,140003260,329s,,,http://www.tidal.com/track/140003260
"Hate (Original Mix)","Black Art","Turn The Corner",GBLV61912431,tidal,123776536,412s,,,http://www.tidal.com/track/123776536
"I Need the Rush (Intense Mix)",U.R.Trax,"I Need the Rush (Intense Mix)",DEPI82101961,tidal,300925977,394s,,,http://www.tidal.com/track/300925977
"Gotta Love","Alloy Mental","We Have Control",GBBMQ0700048,tidal,64322917,368s,,,http://www.tidal.com/track/64322917
R3v,Atom™,<3,DEAS92000006,tidal,148182419,180s,,,http://www.tidal.com/track/148182419
"Kinky Loop",Verschwender,"DREPT VA 02",NLCK41070490,tidal,151315553,460s,,,http://www.tidal.com/track/151315553
Soto,"VIRTUAL VOODOO","Bugi Vugi",SICO30200204,tidal,188153334,326s,,,http://www.tidal.com/track/188153334
Moaner,Underworld,"Beaucoup Fish (Remastered / Super Deluxe)",UK7EF1600011,tidal,79144178,461s,,,http://www.tidal.com/track/79144178
"Squeeze Out Juicy","Robert Natus","Unreleased & Unforgotten Part Two",DEH741003538,tidal,137288023,401s,,,http://www.tidal.com/track/137288023
"Through Existence",Re:axis,"Down to Earth",USA2P2128677,tidal,191509766,152s,,,http://www.tidal.com/track/191509766
"Essence of a New Day (Original Mix)","ZØE XGK, Archaic Intellect","Inappropriate Behavior",UKR6V2077702,tidal,167719489,398s,,,http://www.tidal.com/track/167719489
"RIDING THE STORM (SCEADU REMIX)","Jay Clarke","Riders of the Storm - Part B: Riding the Storm",NLCK41093003,tidal,200048272,398s,,,http://www.tidal.com/track/200048272
Blackbird,Nizax,"Golden Circle 8",DECY52101231,tidal,186091502,337s,,,http://www.tidal.com/track/186091502
"Caught Snitchin",Aero,Trapped,GBKQU2103102,tidal,172073998,336s,,,http://www.tidal.com/track/172073998
"Cool Faders Port (Original Mix)","A Thousand Details","Breakfast at Wendy's EP",DEKB72063026,tidal,194070149,346s,,,http://www.tidal.com/track/194070149
"Excess Retorics (Original Mix)",Phara,"A Constant State Of Movement",NLCK41092934,tidal,200944645,389s,,,http://www.tidal.com/track/200944645
Resurgance,"Igor Ochoa","Resurgance EP",GBKQU2123255,tidal,175462009,439s,,,http://www.tidal.com/track/175462009
"Song of Sirens","Ramon Tapia","Future of Mankind",GBUR62000238,tidal,291494892,430s,,,http://www.tidal.com/track/291494892
"Light of Opia",Regent,Nova,NLCK41091277,tidal,199147482,341s,,,http://www.tidal.com/track/199147482
"Bear Witness","Gerald VDH","Speed Kills",GBKQU2132666,tidal,182263732,364s,,,http://www.tidal.com/track/182263732
Touch,ASEC,"ASEC 002",NLCK41059408,tidal,121157199,278s,,,http://www.tidal.com/track/121157199
Desolation,"Lukas Firtzer","Clausura - EP",QM4TX2150469,tidal,176046065,355s,,,http://www.tidal.com/track/176046065
"Not So Sure","Eternal Chase","Grinding EP",NLCK41074868,tidal,163900805,321s,,,http://www.tidal.com/track/163900805
"Spellbound (Electric Rescue Remix)","Steve Parker",Spellbound,GBLV62019923,tidal,165225781,386s,,,http://www.tidal.com/track/165225781
Ambiotica,"Flug, TØRK","Uncage Mission 02 (Curated by Flug AKA Sebastian Lopez)",GBJX31998076,tidal,284770540,390s,,,http://www.tidal.com/track/284770540
"Bolhão Ghetto (Original Mix)","A Thousand Details, stndrd","Mental Influences",NLCK41079729,tidal,165690246,316s,,,http://www.tidal.com/track/165690246
"Fact 3","DJ Dextro","Fact EP",GBLV62017091,tidal,164134972,337s,,,http://www.tidal.com/track/164134972
"Missing Signal Theory (Original Mix)","Falling Echoes","Missing Signal Theory EP",DEKB72052266,tidal,157541753,356s,,,http://www.tidal.com/track/157541753
"The Intruder","Casual Treatment","Digital Afterlife",DEH742041293,tidal,156403268,286s,,,http://www.tidal.com/track/156403268
Synergy,KaioBarssalos,"Warrior's Dance EP",NLCK41071787,tidal,154244861,362s,,,http://www.tidal.com/track/154244861
"Emotional Disorder (PM)",Mediane,"Emotional Disorder",GBKQU2118416,tidal,177902800,342s,,,http://www.tidal.com/track/177902800
"Dusty 21 (Original)","Arnaud Le Texier","Deform EP",NLCK41084807,tidal,178576973,336s,,,http://www.tidal.com/track/178576973
"Tempo (Original Mix)","Ian Axide","Theory EP",DEKB72059752,tidal,178651911,345s,,,http://www.tidal.com/track/178651911
Beria,Vladw,Timoshenko,NLCK41072747,tidal,156525104,360s,,,http://www.tidal.com/track/156525104
Lucid,ONYVAA,"Lost Angeles EP",BE4JP2000012,tidal,283894274,364s,,,http://www.tidal.com/track/283894274
Stim,"Quail, AISHA (Sco)","Sunna EP",GBBVL2106063,tidal,181811599,340s,,,http://www.tidal.com/track/181811599
"Backsteinboot Memories",Kuss,KR032,GBKQU2251538,tidal,233303153,771s,,,http://www.tidal.com/track/233303153
Lightfire,"Valentinø, My Flower","SUM 12",DESR42200511,tidal,236522938,333s,,,http://www.tidal.com/track/236522938
"Same Address","Marcal, Gabal, Invie","Only Forward EP",NLMH62200038,tidal,224621566,344s,,,http://www.tidal.com/track/224621566
Seven,"Myk Derill","Bad Grace EP",DEKB72068138,tidal,221696125,323s,,,http://www.tidal.com/track/221696125
"Drop Out",Drumsauw,"Drop Out EP",NLCK42213693,tidal,225135974,378s,,,http://www.tidal.com/track/225135974
Charge,uncertain,"Flex - EP",QM4TW2251845,tidal,215218766,290s,,,http://www.tidal.com/track/215218766
"Turn It On","Netty Hugo","Gecken Haus EP",NLCK42213459,tidal,224246612,321s,,,http://www.tidal.com/track/224246612
Infectious,Marcal,Infectious,UKN6K2200403,tidal,284622439,322s,,,http://www.tidal.com/track/284622439
Enemy,"Alessandro Grops","Connect - EP",QM6MZ2203653,tidal,226561042,307s,,,http://www.tidal.com/track/226561042
Pontus,"DJ Dextro",Chameleon,QM6MZ2221586,tidal,228256995,305s,,,http://www.tidal.com/track/228256995
"Intelligent Bears","Roll Dann","Amargura EP",NLCK42214686,tidal,228166729,295s,,,http://www.tidal.com/track/228166729
"Diode (Original Mix)","Arnaud Le Texier","Full Pressure EP",DEKB72069028,tidal,232152873,322s,,,http://www.tidal.com/track/232152873
Yen,"Ecilo, Tenzella","Slippin EP",GBJX32298014,tidal,284770669,336s,,,http://www.tidal.com/track/284770669
Maximize,"Gutto Serta","SUM 12",DESR42200517,tidal,236522944,354s,,,http://www.tidal.com/track/236522944
"You tried to change",A.Morgan,"Masquerade EP",NLCK41099188,tidal,211691280,352s,,,http://www.tidal.com/track/211691280
"You & Me","I Am Bam","XXXXXX EP",NLCK41091863,tidal,214389081,328s,,,http://www.tidal.com/track/214389081
"Devious Phantasies","Phil Berg","Frenzy Various Artists",NLCK41099809,tidal,213023480,305s,,,http://www.tidal.com/track/213023480
"Selección Natural Parte 2 (Original mix)",Exium,"Selección Natural Parte 2",NLCK41035736,tidal,67563804,350s,,,http://www.tidal.com/track/67563804
Papabinghi,Cravo,Hits,NLCK42214797,tidal,228620266,311s,,,http://www.tidal.com/track/228620266
"Expect Nothing (2018 Mix)",Exium,"Expect Nothing (Remixes)",NLCK41045772,tidal,86441809,361s,,,http://www.tidal.com/track/86441809
Stispilia,Sawf,VNL004,USQY51793880,tidal,309244387,373s,,,http://www.tidal.com/track/309244387
"MPC Tracks A2",DeNiro,"MPC Tracks EP",NLD1U2280002,tidal,217205222,201s,,,http://www.tidal.com/track/217205222
"Stay Out All Night","Radio Slave","Stay out All Night",GBLTF2000068,tidal,284625789,459s,,,http://www.tidal.com/track/284625789
"Wait A Minute","Radio Slave","Stay out All Night",GBLTF2000069,tidal,284625790,436s,,,http://www.tidal.com/track/284625790
"Card House (feat. Miles Cooper Seaton) [Radio Slave Remix]","Chris Liebing, Miles Cooper Seaton","BURN SLOW REMIXES, PT. III",GBR8R2100019,tidal,176138983,839s,,,http://www.tidal.com/track/176138983
"In the Dark",SRVD,"Break the Silence",NLAR12090010,tidal,146892468,498s,,,http://www.tidal.com/track/146892468
"Deeper Into The Night (Radio Slave Remix)","Deep Dimension","Deeper Into The Night",DECY52002296,tidal,155615078,595s,,,http://www.tidal.com/track/155615078
"Don't Stop No Sleep (Marco Faraone Remix)","Radio Slave","The Marco Faraone Remixes",GBLTF2000126,tidal,284622868,436s,,,http://www.tidal.com/track/284622868
"Live My Life","Radio Slave","Live My Life",GBLTF2000099,tidal,284245271,537s,,,http://www.tidal.com/track/284245271
"Stay Out All Night (KUSP Remix)","Radio Slave","Stay out All Night (Remixes)",GBLTF2200022,tidal,284601473,403s,,,http://www.tidal.com/track/284601473
"Variations V2","Radio Slave",Variations,GBLTF2100002,tidal,284254011,621s,,,http://www.tidal.com/track/284254011
"Control Your Mind (Marcel Dettman Remix)","Mathias Kaden","Control Your Mind",GBLTF2000103,tidal,284623379,325s,,,http://www.tidal.com/track/284623379
"Anasthasia (Truncate's Tribal Tool)",T99,"Anasthasia Remixes",BES132000024,tidal,160017542,314s,,,http://www.tidal.com/track/160017542
"Wait A Minute (Mark Broom’s Non Stop Remix)","Radio Slave, Nez","Wait a Minute",GBLTF2200094,tidal,284245320,383s,,,http://www.tidal.com/track/284245320
"Inside (Radio Slave Remix)","Gaetano Parisio, Radio Slave","Conform Re-Touched Series Vol.IV",ITMVX2000234,tidal,176410297,562s,,,http://www.tidal.com/track/176410297
"Fear Not","Robert Hood","Mirror Man",GBLTF2000107,tidal,284422573,379s,,,http://www.tidal.com/track/284422573
Instant,"Jon Hester","Converge Pt. II",GBLTF2100028,tidal,284401715,366s,,,http://www.tidal.com/track/284401715
"Ignite A War","Robert Hood","Nothing Stops Detroit",GBLTF2000097,tidal,284253657,399s,,,http://www.tidal.com/track/284253657
"Shalom (Original Mix)","George Johnson","WMC 2018",DEBY71401198,tidal,84882303,487s,,,http://www.tidal.com/track/84882303
"Wurx (Hologram Hookers Remix)","Hologram Hookers","Wurx Remixes",FR4GL1011223,tidal,69443806,536s,,,http://www.tidal.com/track/69443806
"Bounder (Mark Broom Remix)",3KZ,Bounder,GBKQU1697751,tidal,66190607,350s,,,http://www.tidal.com/track/66190607
"Stay Out All Night (Carl Cox Remix)","Radio Slave","Stay out All Night (Remixes)",GBLTF2200020,tidal,284601471,388s,,,http://www.tidal.com/track/284601471
"Next Level Looseness","Dustin Zahn","Gain of Function",GBLTF2100153,tidal,284465239,339s,,,http://www.tidal.com/track/284465239
BLP2,"Confidential Recipe","1212 EP",GBLTF2200056,tidal,284461811,321s,,,http://www.tidal.com/track/284461811
"Acid Dip (Emergency On Planet Acid Remix)","Radio Slave","Acid Dip (Emergency on Planet Acid Remix)",GBLTF2100154,tidal,284253726,487s,,,http://www.tidal.com/track/284253726
Algorithm,"Dubfire, Flug",Rampart,GBUR62000332,tidal,199786598,333s,,,http://www.tidal.com/track/199786598
"Africans On Warren Street","Jamal Dixon","Africans On Warren Street",USYY81100473,tidal,228478383,375s,,,http://www.tidal.com/track/228478383
"Baby, Baby",Floorplan,Paradise,NLHD81100015,tidal,317570442,394s,,,http://www.tidal.com/track/317570442
"Tia (Original Mix)","Michel Lauriola","Changed Society EP",NLCK41088491,tidal,189750436,232s,,,http://www.tidal.com/track/189750436
"Knot In Evolution (Original Mix)","Michel Lauriola","Changed Society EP",NLCK41088492,tidal,189750437,323s,,,http://www.tidal.com/track/189750437
"At The End (Original)","Blazej Malinowski",Katharsis,NLCK41078993,tidal,170106696,469s,,,http://www.tidal.com/track/170106696
"When the Sun Sets (The End is Near Edit) (Claudio Prc Remix)","Nur Jaber","If Only Remix EP",UKL9R1800012,tidal,98691261,399s,,,http://www.tidal.com/track/98691261
Ethereal,Kaspiann,"Polar EP",NLCK41048971,tidal,95878650,438s,,,http://www.tidal.com/track/95878650
"Rays Of The Sun",Re:axis,"Rays Of The Sun EP",NLCK41058456,tidal,117903837,361s,,,http://www.tidal.com/track/117903837
Arc1v,"Stefan Tews",DLSN001,DEH741719564,tidal,140155235,383s,,,http://www.tidal.com/track/140155235
"Istanbul Chaos","Kaiser (K S R)","Istanbul Chaos",NLCK41055089,tidal,110799514,357s,,,http://www.tidal.com/track/110799514
Crisp,"Yan Cook",Somatic,NLCK41059310,tidal,119983079,329s,,,http://www.tidal.com/track/119983079
"Dancing Barefoot (Original Mix)","Oscar Mulero","Continuum I: Terra Nova",NLCK41050646,tidal,97602519,324s,,,http://www.tidal.com/track/97602519
"Undulatus Asperatus","Reggy Van Oers, Joachim Spieth",Noctilucent,FR2X41968877,tidal,108989860,392s,,,http://www.tidal.com/track/108989860
Secretion,Rrose,"Primary Evidence",USI4R1226260,tidal,109206702,724s,,,http://www.tidal.com/track/109206702
"Seven Hour War",Unbalance,III,NLCK41063937,tidal,138398327,349s,,,http://www.tidal.com/track/138398327
"KEEPING THE DISTANCE (Original Mix)","Blazej Malinowski","Four Rooms",NLCK41077712,tidal,162789507,443s,,,http://www.tidal.com/track/162789507
"Magellan (Original Mix)","Crime as Service","Mount Point EP",NLCK41071567,tidal,153141146,397s,,,http://www.tidal.com/track/153141146
"Collective Chaos (Neel & Laertes Remix)","Fabrizio Lapiana","Collective Chaos",DEH742004618,tidal,140660014,419s,,,http://www.tidal.com/track/140660014
"Depths Of Tharsis",Akob,"Depths Of Tharsis EP",NLCK41072147,tidal,157640605,406s,,,http://www.tidal.com/track/157640605
Berlin,"Paula Temple","Edge Of Everything",DECY51901420,tidal,107429360,209s,,,http://www.tidal.com/track/107429360
"Choose (Original mix)",Eyth,"5 years of Warok",DEZN82121460,tidal,200347998,307s,,,http://www.tidal.com/track/200347998
"Hush (feat. noff)","Blu:sh, NOFF",Lovebite,NLZ8C2200072,tidal,224319081,338s,,,http://www.tidal.com/track/224319081
Stangona,"Jack Fresia",Razor,NL5PP2100014,tidal,206746341,365s,,,http://www.tidal.com/track/206746341
Halving,"LYRIC (GER)",Halving,DEH742160174,tidal,181420598,335s,,,http://www.tidal.com/track/181420598
Ahh,dxrvo,Vocally,GBLV62108832,tidal,204130784,295s,,,http://www.tidal.com/track/204130784
"Fashion Chronic",Schacke,"Fashion Chronic",FRDX62205940,tidal,232516798,541s,,,http://www.tidal.com/track/232516798
"You Like It","Stockholm Syndrome SK","Mind Games EP",GBJX32198081,tidal,284679803,354s,,,http://www.tidal.com/track/284679803
Moodswing,"Jack Fresia","Split B",NL5PP2200029,tidal,232581365,342s,,,http://www.tidal.com/track/232581365
"Experiment 4 (Mish Mash's Clank 'n' Mash Mix)","A+E Dept","Experiment 4 - Remixes",GBAZA7891203,tidal,280400945,394s,,,http://www.tidal.com/track/280400945
"Liquid Form","Ø [Phase]","Before This",UKXYD2000013,tidal,176410459,305s,,,http://www.tidal.com/track/176410459
Messedamm,CQNZR.,Messedamm,GX53U2074838,tidal,214211291,345s,,,http://www.tidal.com/track/214211291
"The Fly (LOUD & Space Cat Remake)","Cat on Mushroom","Cat on Mushroom Remakes",USA2P1435576,tidal,33172721,419s,,,http://www.tidal.com/track/33172721
"Dangerous Magic Tricks",Hosco7,"Modern Witch Practices",CA5KR2155769,tidal,178445008,526s,,,http://www.tidal.com/track/178445008
Aufprall,"Nene H","Stone Techno Series - Hexagonal EP",NLCK41087674,tidal,187770271,324s,,,http://www.tidal.com/track/187770271
"Nerve Damage (Original)",Nailbiter,"Nerve Damage",NLCK42214060,tidal,225853829,281s,,,http://www.tidal.com/track/225853829
"Funky Blender","Alex Wilcox","It's Okay to Cry",FRX762158296,tidal,200528474,265s,,,http://www.tidal.com/track/200528474
Dreamscape,TWR72,Vortex,NLCK41096081,tidal,206828981,275s,,,http://www.tidal.com/track/206828981
Mosquito,"Unit Park","Trailer Park",DEKB72050758,tidal,146245311,490s,,,http://www.tidal.com/track/146245311
"Challenge 4",Monya,"Bareknuckle Boxing (Volume 3)",NLCK41091252,tidal,195187379,339s,,,http://www.tidal.com/track/195187379
"Try To Speak (Original)",Nailbiter,"Nailbiter & 'R'",NLCK41096357,tidal,208213386,379s,,,http://www.tidal.com/track/208213386
